,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,50165.0,50165.0,49756.0,35974.0,28755.0,24302.0,21428.0,19479.0,18171.0,17160.0,16463.0,15925.0,15540.0,15277.0,15063.0,15011.0,14961.0,15129.0,15595.0,16652.0
1,50165.0,50165.0,49756.0,35974.0,28755.0,24302.0,21428.0,19479.0,18171.0,17160.0,16463.0,15925.0,15540.0,15277.0,15063.0,15011.0,14961.0,15129.0,15595.0,16652.0
2,50165.0,50165.0,49756.0,35974.0,28755.0,24302.0,21428.0,19479.0,18171.0,17160.0,16463.0,15925.0,15540.0,15277.0,15063.0,15011.0,14961.0,15129.0,15595.0,16652.0
3,50165.0,50165.0,49756.0,35974.0,28755.0,24302.0,21428.0,19479.0,18171.0,17160.0,16463.0,15925.0,15540.0,15277.0,15063.0,15011.0,14961.0,15129.0,15595.0,16652.0
4,50165.0,50165.0,49756.0,35974.0,28755.0,24302.0,21428.0,19479.0,18171.0,17160.0,16463.0,15925.0,15540.0,15277.0,15063.0,15011.0,14961.0,15129.0,15595.0,16652.0
5,50165.0,50165.0,49756.0,35974.0,28755.0,24302.0,21428.0,19479.0,18171.0,17160.0,16463.0,15925.0,15540.0,15277.0,15063.0,15011.0,14961.0,15129.0,15595.0,16652.0
6,50165.0,50165.0,49756.0,35974.0,28755.0,24302.0,21428.0,19479.0,18171.0,17160.0,16463.0,15925.0,15540.0,15277.0,15063.0,15011.0,14961.0,15129.0,15595.0,16652.0
7,50165.0,50165.0,49756.0,35974.0,28755.0,24302.0,21428.0,19479.0,18171.0,17160.0,16463.0,15925.0,15540.0,15277.0,15063.0,15011.0,14961.0,15129.0,15595.0,16652.0
8,50165.0,50165.0,49756.0,35974.0,28755.0,24302.0,21428.0,19479.0,18171.0,17160.0,16463.0,15925.0,15540.0,15277.0,15063.0,15011.0,14961.0,15129.0,15595.0,16652.0
9,50165.0,50165.0,49756.0,35974.0,28755.0,24302.0,21428.0,19479.0,18171.0,17160.0,16463.0,15925.0,15540.0,15277.0,15063.0,15011.0,14961.0,15129.0,15595.0,16652.0
10,50165.0,50165.0,49756.0,35974.0,28755.0,24302.0,21428.0,19479.0,18171.0,17160.0,16463.0,15925.0,15540.0,15277.0,15063.0,15011.0,14961.0,15129.0,15595.0,16652.0
11,50165.0,50165.0,49756.0,35974.0,28755.0,24302.0,21428.0,19479.0,18171.0,17160.0,16463.0,15925.0,15540.0,15277.0,15063.0,15011.0,14961.0,15129.0,15595.0,16652.0
12,50165.0,50165.0,49756.0,35974.0,28755.0,24302.0,21428.0,19479.0,18171.0,17160.0,16463.0,15925.0,15540.0,15277.0,15063.0,15011.0,14961.0,15129.0,15595.0,16652.0
13,50165.0,50165.0,49756.0,35974.0,28755.0,24302.0,21428.0,19479.0,18171.0,17160.0,16463.0,15925.0,15540.0,15277.0,15063.0,15011.0,14961.0,15129.0,15595.0,16652.0
14,50165.0,50165.0,49756.0,35974.0,28755.0,24302.0,21428.0,19479.0,18171.0,17160.0,16463.0,15925.0,15540.0,15277.0,15063.0,15011.0,14961.0,15129.0,15595.0,16652.0
15,50165.0,50165.0,49756.0,35974.0,28755.0,24302.0,21428.0,19479.0,18171.0,17160.0,16463.0,15925.0,15540.0,15277.0,15063.0,15011.0,14961.0,15129.0,15595.0,16652.0
16,50165.0,50165.0,49756.0,35974.0,28755.0,24302.0,21428.0,19479.0,18171.0,17160.0,16463.0,15925.0,15540.0,15277.0,15063.0,15011.0,14961.0,15129.0,15595.0,16652.0
17,50165.0,50165.0,49756.0,35974.0,28755.0,24302.0,21428.0,19479.0,18171.0,17160.0,16463.0,15925.0,15540.0,15277.0,15063.0,15011.0,14961.0,15129.0,15595.0,16652.0
18,50165.0,50165.0,49756.0,35974.0,28755.0,24302.0,21428.0,19479.0,18171.0,17160.0,16463.0,15925.0,15540.0,15277.0,15063.0,15011.0,14961.0,15129.0,15595.0,16652.0
19,50165.0,50165.0,49756.0,35974.0,28755.0,24302.0,21428.0,19479.0,18171.0,17160.0,16463.0,15925.0,15540.0,15277.0,15063.0,15011.0,14961.0,15129.0,15595.0,16652.0
20,50165.0,50165.0,49756.0,35974.0,28755.0,24302.0,21428.0,19479.0,18171.0,17160.0,16463.0,15925.0,15540.0,15277.0,15063.0,15011.0,14961.0,15129.0,15595.0,16652.0
21,50165.0,50165.0,49756.0,35974.0,28755.0,24302.0,21428.0,19479.0,18171.0,17160.0,16463.0,15925.0,15540.0,15277.0,15063.0,15011.0,14961.0,15129.0,15595.0,16652.0
22,50165.0,50165.0,49756.0,35974.0,28755.0,24302.0,21428.0,19479.0,18171.0,17160.0,16463.0,15925.0,15540.0,15277.0,15063.0,15011.0,14961.0,15129.0,15595.0,16652.0
23,50165.0,50165.0,49756.0,35974.0,28755.0,24302.0,21428.0,19479.0,18171.0,17160.0,16463.0,15925.0,15540.0,15277.0,15063.0,15011.0,14961.0,15129.0,15595.0,16652.0
24,50165.0,50165.0,49756.0,35974.0,28755.0,24302.0,21428.0,19479.0,18171.0,17160.0,16463.0,15925.0,15540.0,15277.0,15063.0,15011.0,14961.0,15129.0,15595.0,16652.0
25,50165.0,50165.0,49756.0,35974.0,28755.0,24302.0,21428.0,19479.0,18171.0,17160.0,16463.0,15925.0,15540.0,15277.0,15063.0,15011.0,14961.0,15129.0,15595.0,16652.0
26,50165.0,50165.0,49756.0,35974.0,28755.0,24302.0,21428.0,19479.0,18171.0,17160.0,16463.0,15925.0,15540.0,15277.0,15063.0,15011.0,14961.0,15129.0,15595.0,16652.0
27,50165.0,50165.0,49756.0,35974.0,28755.0,24302.0,21428.0,19479.0,18171.0,17160.0,16463.0,15925.0,15540.0,15277.0,15063.0,15011.0,14961.0,15129.0,15595.0,16652.0
28,50165.0,50165.0,49756.0,35974.0,28755.0,24302.0,21428.0,19479.0,18171.0,17160.0,16463.0,15925.0,15540.0,15277.0,15063.0,15011.0,14961.0,15129.0,15595.0,16652.0
29,50165.0,50165.0,49756.0,35974.0,28755.0,24302.0,21428.0,19479.0,18171.0,17160.0,16463.0,15925.0,15540.0,15277.0,15063.0,15011.0,14961.0,15129.0,15595.0,16652.0
30,50165.0,50165.0,49756.0,35974.0,28755.0,24302.0,21428.0,19479.0,18171.0,17160.0,16463.0,15925.0,15540.0,15277.0,15063.0,15011.0,14961.0,15129.0,15595.0,16652.0
31,50165.0,50165.0,49756.0,35974.0,28755.0,24302.0,21428.0,19479.0,18171.0,17160.0,16463.0,15925.0,15540.0,15277.0,15063.0,15011.0,14961.0,15129.0,15595.0,16652.0
32,50165.0,50165.0,49756.0,35974.0,28755.0,24302.0,21428.0,19479.0,18171.0,17160.0,16463.0,15925.0,15540.0,15277.0,15063.0,15011.0,14961.0,15129.0,15595.0,16652.0
33,50165.0,50165.0,49756.0,35974.0,28755.0,24302.0,21428.0,19479.0,18171.0,17160.0,16463.0,15925.0,15540.0,15277.0,15063.0,15011.0,14961.0,15129.0,15595.0,16652.0
34,50165.0,50165.0,49756.0,35974.0,28755.0,24302.0,21428.0,19479.0,18171.0,17160.0,16463.0,15925.0,15540.0,15277.0,15063.0,15011.0,14961.0,15129.0,15595.0,16652.0
35,50165.0,50165.0,49756.0,35974.0,28755.0,24302.0,21428.0,19479.0,18171.0,17160.0,16463.0,15925.0,15540.0,15277.0,15063.0,15011.0,14961.0,15129.0,15595.0,16652.0
