cluster_size,average,complete,ward,single,coeff_avg
3.0,0.30750206112861633,0.2612093687057495,0.3538191318511963,-0.05844283476471901,0.21602192521095276
5.0,0.4716072380542755,0.4304428696632385,0.457348108291626,-0.1664135456085205,0.2982461750507355
7.0,0.5987073183059692,0.4637981355190277,0.582217812538147,-0.18919433653354645,0.36388224363327026
8.0,0.6588682532310486,0.5294408798217773,0.6423059105873108,-0.2157658487558365,0.40371230244636536
9.0,0.6366863250732422,0.5296385884284973,0.6087703704833984,-0.2299652397632599,0.3862825036048889
10.0,0.6097326278686523,0.5201740264892578,0.5993472337722778,-0.24143293499946594,0.3719552457332611
11.0,0.6007599830627441,0.5803024172782898,0.5979132652282715,-0.24437940120697021,0.383649080991745
12.0,0.5927837491035461,0.5659587383270264,0.5726965665817261,-0.247329443693161,0.3710273802280426
15.0,0.563685417175293,0.5234241485595703,0.43817338347435,-0.2779093384742737,0.3118433952331543
17.0,0.5573943853378296,0.5061133503913879,0.40842095017433167,-0.27931153774261475,0.2981542944908142
20.0,0.5380463600158691,0.46341246366500854,0.39829087257385254,-0.2838442027568817,0.2789763808250427
21.0,0.5336053967475891,0.46340733766555786,0.3715439438819885,-0.2991955578327179,0.2673403024673462
23.0,0.5248816609382629,0.4138645529747009,0.324763685464859,-0.33039453625679016,0.23327884078025818
24.0,0.5236337184906006,0.4108790457248688,0.30563563108444214,-0.33082857728004456,0.22732993960380554
25.0,0.5226078033447266,0.40642157196998596,0.2628515064716339,-0.35474538803100586,0.20928385853767395
26.0,0.5090569853782654,0.40885472297668457,0.2629167139530182,-0.3581274449825287,0.20567524433135986
27.0,0.503874659538269,0.39355194568634033,0.24054917693138123,-0.3590879738330841,0.19472196698188782
28.0,0.5008317232131958,0.3950532376766205,0.24123398959636688,-0.35956934094429016,0.19438740611076355
29.0,0.4955917000770569,0.39100733399391174,0.23439745604991913,-0.3606390357017517,0.1900893598794937
30.0,0.4901890754699707,0.3918617069721222,0.22693906724452972,-0.3612978458404541,0.18692299723625183
