cluster_size,average,complete,ward,single,coeff_avg
3.0,0.21864540874958038,0.2142351269721985,0.2823328375816345,-0.10435570031404495,0.15271441638469696
5.0,0.11430437117815018,0.2079649418592453,0.38961273431777954,-0.14757958054542542,0.14107561111450195
7.0,0.161550834774971,0.212325319647789,0.4990823268890381,-0.18091797828674316,0.17301012575626373
8.0,0.13231030106544495,0.2750864624977112,0.5633046627044678,-0.2269017994403839,0.1859499216079712
9.0,0.18694663047790527,0.2403809130191803,0.5970922708511353,-0.24785475432872772,0.19414125382900238
10.0,0.16516464948654175,0.21693255007266998,0.5692330002784729,-0.24814817309379578,0.17579549551010132
11.0,0.15570679306983948,0.21341799199581146,0.5489189028739929,-0.27793025970458984,0.1600283533334732
12.0,0.15757395327091217,0.1832112818956375,0.5373193621635437,-0.29873889684677124,0.14484141767024994
15.0,0.13994719088077545,0.16545318067073822,0.47430819272994995,-0.313519150018692,0.1165473535656929
17.0,0.2313348352909088,0.14319343864917755,0.44627705216407776,-0.3592779338359833,0.11538184434175491
20.0,0.21348010003566742,0.21695733070373535,0.41227665543556213,-0.36407676339149475,0.11965932697057724
21.0,0.2125919610261917,0.3035898804664612,0.37946000695228577,-0.36651909351348877,0.13228067755699158
23.0,0.19025379419326782,0.2957361936569214,0.3756077289581299,-0.3677602708339691,0.1234593614935875
24.0,0.16363024711608887,0.33537009358406067,0.37653642892837524,-0.3688221573829651,0.12667866051197052
25.0,0.15588687360286713,0.33388441801071167,0.3721959888935089,-0.3771858215332031,0.12119537591934204
26.0,0.1546727567911148,0.28975731134414673,0.34597158432006836,-0.37962606549263,0.10269389301538467
27.0,0.09608174115419388,0.28921985626220703,0.327046275138855,-0.37971925735473633,0.08315715193748474
28.0,0.09668338298797607,0.28248071670532227,0.31978216767311096,-0.37969961762428284,0.07981165498495102
29.0,0.08999111503362656,0.2872454822063446,0.3125472068786621,-0.37979844212532043,0.07749634236097336
30.0,0.09026176482439041,0.2551760673522949,0.2727106511592865,-0.37990155816078186,0.05956172198057175
