cluster_size,average,complete,ward,single,coeff_avg
3.0,0.2707807123661041,0.2452981024980545,0.28587743639945984,-0.08295148611068726,0.1797512024641037
5.0,0.3923020660877228,0.3697383403778076,0.39217036962509155,-0.1628018468618393,0.24785223603248596
7.0,0.5084215402603149,0.38334137201309204,0.49196767807006836,-0.21397875249385834,0.29243797063827515
8.0,0.5736351013183594,0.4460524320602417,0.5567360520362854,-0.23189614713191986,0.33613187074661255
9.0,0.6062437295913696,0.5047978758811951,0.5902338624000549,-0.23876525461673737,0.3656275272369385
10.0,0.5896584987640381,0.5011059045791626,0.5717588067054749,-0.2386520504951477,0.35596781969070435
11.0,0.5791019797325134,0.48333871364593506,0.5548722743988037,-0.25022611021995544,0.3417716920375824
12.0,0.5734228491783142,0.47608819603919983,0.53743577003479,-0.25566938519477844,0.3328193724155426
15.0,0.5363849997520447,0.5030210018157959,0.4451199173927307,-0.27643516659736633,0.30202269554138184
17.0,0.5234888792037964,0.4613892436027527,0.41803598403930664,-0.2801961302757263,0.28067946434020996
20.0,0.5130891799926758,0.4436560571193695,0.4140094816684723,-0.29269713163375854,0.26951438188552856
21.0,0.5111905336380005,0.44410037994384766,0.41078197956085205,-0.29318466782569885,0.26822206377983093
23.0,0.5038607716560364,0.4437140226364136,0.3925434947013855,-0.3025282621383667,0.2593975067138672
24.0,0.4956713914871216,0.4245190918445587,0.3814806044101715,-0.31508636474609375,0.24664616584777832
25.0,0.49301278591156006,0.4231964945793152,0.37852269411087036,-0.31697705388069153,0.24443873763084412
26.0,0.4872102439403534,0.42442411184310913,0.35604676604270935,-0.31707796454429626,0.2376507818698883
27.0,0.48697441816329956,0.4206538200378418,0.35382941365242004,-0.318462610244751,0.2357487678527832
28.0,0.4810585081577301,0.37905701994895935,0.35593029856681824,-0.3260045051574707,0.22251033782958984
29.0,0.4715896546840668,0.3787109851837158,0.3568950593471527,-0.32606634497642517,0.22028234601020813
30.0,0.4718230366706848,0.36449944972991943,0.3553398549556732,-0.32729384303092957,0.21609210968017578
