cluster_size,average,complete,ward,single,coeff_avg
3.0,0.11480335891246796,0.18753182888031006,0.2688868045806885,-0.07795655727386475,0.12331636250019073
5.0,0.1046171486377716,0.1449262499809265,0.38911914825439453,-0.16812695562839508,0.11763390898704529
7.0,0.06731610000133514,0.16091540455818176,0.5004556775093079,-0.21292905509471893,0.12893952429294586
8.0,0.048199690878391266,0.19022223353385925,0.5647081136703491,-0.2788046598434448,0.13108134269714355
9.0,0.01805541105568409,0.12694674730300903,0.593786895275116,-0.2950785160064697,0.11092764139175415
10.0,0.08468911051750183,0.11579139530658722,0.5611787438392639,-0.29968634247779846,0.11549323052167892
11.0,0.08087845146656036,0.07219064980745316,0.5202397704124451,-0.3033354878425598,0.09249334037303925
12.0,0.058492109179496765,0.06106097251176834,0.5196973085403442,-0.3048820495605469,0.08359208703041077
15.0,0.038447070866823196,0.040705952793359756,0.5050716996192932,-0.33870750665664673,0.06137929856777191
17.0,0.035244282335042953,0.03509921208024025,0.46824443340301514,-0.3669043779373169,0.04292088747024536
20.0,0.08648305386304855,-0.01764562912285328,0.41586607694625854,-0.3801632225513458,0.026135072112083435
21.0,0.08374063670635223,0.04596830904483795,0.4043389558792114,-0.3903960585594177,0.03591296076774597
23.0,0.1654285192489624,0.039171211421489716,0.3824727535247803,-0.3985666036605835,0.04712647199630737
24.0,0.16540731489658356,0.03705934062600136,0.36825376749038696,-0.3987778425216675,0.04298564791679382
25.0,0.1135072410106659,0.039490532130002975,0.36850014328956604,-0.4066658914089203,0.02870800346136093
26.0,0.10340566188097,0.0583338625729084,0.36653417348861694,-0.40951988101005554,0.029688455164432526
27.0,0.1034153550863266,0.05826043710112572,0.35722115635871887,-0.4100094139575958,0.027221880853176117
28.0,0.09879427403211594,0.05888688191771507,0.335800439119339,-0.41084492206573486,0.02065916359424591
29.0,0.09855103492736816,0.06120198965072632,0.33296263217926025,-0.4109717309474945,0.020435981452465057
30.0,0.07731211185455322,0.1116444319486618,0.3092692792415619,-0.41165971755981445,0.021641522645950317
