loss,step
2.1340573,100
0.78248256,200
1.0362558,300
1.1976002,400
0.7325292,500
0.4281543,600
0.83965915,700
1.3022542,800
1.0089934,900
0.3739017,1000
1.0871327,1100
1.5204556,1200
1.185181,1300
0.7050122,1400
0.7725457,1500
1.2265688,1600
0.5314331,1700
0.9827684,1800
0.8562852,1900
1.0631584,2000
0.24320205,2100
0.7104148,2200
0.57324183,2300
0.7951199,2400
0.96894425,2500
1.1218702,2600
0.24917766,2700
1.1417239,2800
0.9466884,2900
0.2532456,3000
0.83383715,3100
0.41300574,3200
0.57556856,3300
1.1224142,3400
1.1470629,3500
0.62285215,3600
0.35948882,3700
0.31585726,3800
1.179102,3900
0.35290432,4000
0.87423605,4100
0.52069765,4200
0.5859192,4300
0.4947392,4400
0.35539466,4500
0.5490785,4600
0.55223155,4700
0.50767744,4800
0.9804536,4900
0.600815,5000
0.94465363,5100
0.3471852,5200
0.41615048,5300
0.6620886,5400
0.4743356,5500
0.4349479,5600
0.73982924,5700
0.3158084,5800
0.49126947,5900
0.43922478,6000
0.43014553,6100
0.60171145,6200
0.67812455,6300
0.62732375,6400
0.90125155,6500
1.3235209,6600
0.46921423,6700
0.515247,6800
0.630648,6900
0.74398285,7000
0.803547,7100
0.45878252,7200
0.65455484,7300
0.7609933,7400
0.6413275,7500
0.29101154,7600
1.0130322,7700
0.89124006,7800
0.6286959,7900
0.38921955,8000
0.34809175,8100
1.1679736,8200
0.43550986,8300
0.5078299,8400
0.36932337,8500
0.38970622,8600
0.45189118,8700
0.7632668,8800
0.40735558,8900
0.6372173,9000
0.7249927,9100
0.45298064,9200
0.6739234,9300
0.5514945,9400
0.46596897,9500
0.77097,9600
0.35258302,9700
0.35366493,9800
0.3916507,9900
0.17518954,10000
0.2981891,10100
0.87931335,10200
0.15089175,10300
0.36914212,10400
0.6081718,10500
0.60275185,10600
0.35127786,10700
0.6086744,10800
0.3409674,10900
0.4541907,11000
0.99893385,11100
0.26302195,11200
0.74700224,11300
0.33555192,11400
0.68040687,11500
1.5767078,11600
0.285603,11700
0.3691739,11800
0.31286708,11900
0.42705643,12000
0.2891047,12100
0.36463904,12200
0.38267896,12300
0.493123,12400
0.4669404,12500
0.2872174,12600
0.5717574,12700
0.32646114,12800
0.6281013,12900
0.31477585,13000
0.20859677,13100
0.24455781,13200
0.3001651,13300
0.6439954,13400
0.55012226,13500
0.3284544,13600
1.1560612,13700
0.56943613,13800
0.5561539,13900
0.34417528,14000
0.4860876,14100
0.5035927,14200
0.38105676,14300
0.20100734,14400
0.2524788,14500
0.6634639,14600
0.5976343,14700
0.4545782,14800
0.44616517,14900
0.34397778,15000
0.8144413,15100
0.46647248,15200
0.23319374,15300
0.5669824,15400
0.3586719,15500
0.5902593,15600
0.37656733,15700
0.6667617,15800
0.17754693,15900
0.4499142,16000
0.25649354,16100
0.3820908,16200
0.31626248,16300
0.56676364,16400
0.34499782,16500
0.17972064,16600
0.59530103,16700
0.5721255,16800
0.7419305,16900
0.49598354,17000
0.431206,17100
0.46562514,17200
0.34791934,17300
0.5145374,17400
0.2939807,17500
0.6184842,17600
0.23295754,17700
0.40262827,17800
0.59331864,17900
0.13406068,18000
0.2999019,18100
0.32823452,18200
0.336832,18300
0.4553479,18400
0.28005356,18500
0.27531576,18600
0.28848496,18700
0.43799758,18800
0.4773986,18900
0.4622827,19000
0.3406791,19100
0.37680942,19200
0.4228673,19300
0.28444445,19400
0.32649097,19500
0.21509641,19600
0.32660854,19700
0.5564182,19800
0.33972067,19900
0.22945,20000
0.31075048,20100
0.22426812,20200
0.40865842,20300
0.2780038,20400
0.19140674,20500
0.402832,20600
0.36776957,20700
0.37441775,20800
0.7855143,20900
0.7308773,21000
0.42799652,21100
0.1756512,21200
0.25100654,21300
0.653328,21400
0.42916453,21500
0.39360797,21600
0.20041434,21700
0.82267386,21800
0.50199425,21900
0.21924835,22100
0.29518205,22200
0.3246129,22300
0.9845041,22400
0.36049685,22500
0.45621815,22600
0.71619093,22700
0.21762727,22800
0.27702165,22900
0.24207044,23000
0.22082748,23100
0.22453213,23200
0.22718912,23300
0.78919774,23400
0.40997535,23500
0.16267678,23600
0.2068124,23700
0.2511956,23800
0.20012851,23900
0.27959156,24000
0.3256362,24100
0.12117087,24200
0.19649293,24300
0.4502176,24400
0.07571213,24500
0.28097436,24600
0.23570624,24700
0.33557478,24800
0.30403313,24900
0.4250797,25000
0.21590646,25100
0.28250948,25200
0.2719358,25300
0.31144458,25400
0.23994996,25500
0.17795092,25600
0.20946714,25700
0.22910675,25800
0.16539985,25900
0.15170346,26000
0.30469665,26100
0.4866993,26200
0.23384517,26300
0.21254863,26400
0.35107738,26500
0.46396655,26600
0.4196396,26700
0.24782129,26800
0.26998848,26900
0.23289064,27000
0.24757728,27100
0.2590795,27200
0.15268333,27300
0.57274073,27400
0.8520724,27500
0.23319204,27600
0.202671,27700
0.44792217,27800
0.16510195,27900
0.20159724,28000
0.1768071,28100
0.24483757,28200
0.2919114,28300
0.16657495,28400
0.6637545,28500
0.36218706,28600
0.32114956,28700
0.29684487,28800
0.1881556,28900
0.14215617,29000
0.08592265,29100
0.15470499,29200
0.34369695,29300
0.50670916,29400
0.36206222,29500
0.23441151,29600
0.13699174,29700
0.28464058,29800
0.10979642,29900
0.17690952,30000
0.37952444,30100
0.26447767,30200
0.24096093,30300
0.1411856,30400
0.23977016,30500
0.20471096,30600
0.22707705,30700
0.32567468,30800
0.3511783,30900
0.13792181,31000
0.5259249,31100
0.49649516,31200
0.2514037,31300
0.20612101,31400
0.38458276,31500
0.20158067,31600
