Step,DetectionBoxes_Precision/mAP,DetectionBoxes_Precision/mAP (large),DetectionBoxes_Precision/mAP (medium),DetectionBoxes_Precision/mAP (small),DetectionBoxes_Precision/mAP@.50IOU,DetectionBoxes_Precision/mAP@.75IOU,DetectionBoxes_Recall/AR@1,DetectionBoxes_Recall/AR@10,DetectionBoxes_Recall/AR@100,DetectionBoxes_Recall/AR@100 (large),DetectionBoxes_Recall/AR@100 (medium),DetectionBoxes_Recall/AR@100 (small),Loss/BoxClassifierLoss/classification_loss,Loss/BoxClassifierLoss/localization_loss,Loss/RPNLoss/localization_loss,Loss/RPNLoss/objectness_loss,Loss/total_loss,loss
240000,0.16740486,0.20341605,0.09952929,0.035908476,0.32118514,0.15439016,0.39661622,0.5003329,0.5072484,0.50965613,0.35874322,0.08833333,0.11701198,0.041030906,0.02576584,0.35859975,0.5424089,0.5424089
242000,0.1652114,0.20086075,0.15223652,0.026919423,0.31160235,0.15493728,0.36036527,0.4486606,0.45031777,0.50212264,0.25401172,0.039174642,0.12032943,0.037685234,0.02161555,0.35350403,0.5331342,0.5331342
246000,0.16120693,0.24575679,0.121270336,0.09462989,0.31876525,0.1503924,0.40086743,0.46894422,0.48437455,0.5383488,0.3805376,0.10072464,0.10112082,0.035782535,0.023041554,0.3603439,0.5202889,0.5202889
248000,0.16181667,0.27412108,0.1315075,0.0859008,0.32148224,0.15678161,0.34459472,0.4652138,0.4678021,0.56256175,0.4323876,0.092564106,0.12179667,0.037135493,0.025239788,0.35741976,0.54159194,0.54159194
250000,0.1701412,0.24353307,0.34208497,0.018875549,0.3136385,0.16841227,0.38034302,0.47837937,0.48233247,0.5800844,0.49067587,0.049503967,0.11188582,0.035805687,0.022141216,0.35623977,0.52607334,0.52607334
252000,0.17348115,0.24228558,0.1004371,0.0810561,0.3268103,0.1784056,0.37603718,0.49613327,0.5159033,0.6072371,0.38228136,0.09633621,0.10684578,0.03630668,0.031138096,0.3580982,0.53238887,0.53238887
254000,0.15536293,0.23869824,0.11447436,0.09325989,0.28729564,0.15645616,0.38454193,0.46912852,0.48170936,0.5942287,0.31080666,0.11531986,0.11488997,0.039197918,0.027754286,0.35973072,0.5415731,0.5415731
256000,0.16257988,0.2128527,0.1425059,0.04115506,0.3010902,0.15535197,0.36245844,0.47546995,0.4883204,0.51882184,0.35846648,0.12473118,0.12064772,0.040309273,0.03090704,0.3657089,0.5575732,0.5575732
258000,0.18050218,0.26802802,0.13675073,0.081256874,0.3256878,0.17886253,0.34274733,0.5133225,0.522849,0.5644528,0.38324022,0.15288462,0.114524,0.03928206,0.02840933,0.35963023,0.54184616,0.54184616
260000,0.15514508,0.2441998,0.11987392,0.030215438,0.28561166,0.14408469,0.3282811,0.4466318,0.47926864,0.5788077,0.31748122,0.059102565,0.11796541,0.037195005,0.024553636,0.36173657,0.54145104,0.54145104
262000,0.17490098,0.25686535,0.11242929,0.04869847,0.32318696,0.17004082,0.38945618,0.47639388,0.48609462,0.58111113,0.32684222,0.15343137,0.10264225,0.038024835,0.034595437,0.36314884,0.53841126,0.53841126
264000,0.16685095,0.19850548,0.14594439,0.061990343,0.30832604,0.16335076,0.37782818,0.5122721,0.51940566,0.5267848,0.28147155,0.27037036,0.114006296,0.04048161,0.035425495,0.36302325,0.55293614,0.55293614
268000,0.19637547,0.2344089,0.21030378,0.006266022,0.3559196,0.19632925,0.37775686,0.44298702,0.45092067,0.48473087,0.28869504,0.026923077,0.100525096,0.038571168,0.02837028,0.3569527,0.52441907,0.52441907
270000,0.16578385,0.25048473,0.09992622,0.0069925743,0.2964999,0.16373362,0.38280836,0.48859057,0.49269885,0.57366794,0.34836942,0.008870968,0.11739419,0.03667223,0.02511185,0.3597452,0.53892344,0.53892344
272000,0.15734926,0.2424647,0.15361722,0.110995136,0.28520557,0.16122617,0.41311285,0.479573,0.48693326,0.59525377,0.29964155,0.160181,0.1139036,0.03778816,0.029885236,0.35680464,0.5383818,0.5383818
274000,0.17090139,0.25492382,0.19215795,0.06602481,0.3178187,0.16429614,0.3523991,0.4519985,0.45344433,0.5660453,0.3338257,0.1010101,0.11737273,0.03853634,0.029459136,0.35927182,0.54464006,0.54464006
276000,0.15999389,0.20678502,0.095612384,0.08812931,0.29628283,0.15859042,0.35820055,0.4649635,0.46788123,0.51144993,0.24662147,0.17272727,0.12535317,0.03811203,0.027919943,0.3613781,0.5527632,0.5527632
278000,0.18129267,0.24812613,0.10117846,0.030559896,0.31681266,0.17906316,0.4007834,0.5029833,0.504601,0.59583807,0.318284,0.11803543,0.10968079,0.03807725,0.025917895,0.35769287,0.5313687,0.5313687
280000,0.16446072,0.24497712,0.2063013,0.015089173,0.31062266,0.16036959,0.37310344,0.43354493,0.45015946,0.5435355,0.34269962,0.10192308,0.12428934,0.039187156,0.026145065,0.36496517,0.55458647,0.55458647
282000,0.16513228,0.24098769,0.16450655,0.077518515,0.3130065,0.16233824,0.35728055,0.47575298,0.48107448,0.5498735,0.45889702,0.11542146,0.11686846,0.037750907,0.021257117,0.35616195,0.53203833,0.53203833
284000,0.18160369,0.21161099,0.12525882,0.06367483,0.3618225,0.16482414,0.4356629,0.48768455,0.49812663,0.5238229,0.2799278,0.0787037,0.10996825,0.038636696,0.024886705,0.3599553,0.53344667,0.53344667
286000,0.17178267,0.23905146,0.106915,0.05899573,0.32391497,0.16404223,0.3501359,0.43217814,0.43325242,0.5481597,0.19814534,0.095151514,0.12943584,0.043186706,0.02862369,0.3573427,0.55858904,0.55858904
288000,0.14555746,0.22071476,0.09309187,0.055988956,0.2717172,0.14243233,0.32691446,0.41899964,0.43211275,0.5291808,0.20930053,0.08345618,0.12286996,0.041096263,0.033137627,0.3678542,0.564958,0.564958
290000,0.15814586,0.20820452,0.12542433,0.052895397,0.2962526,0.15043578,0.3638634,0.4710187,0.47743642,0.5692274,0.29362193,0.20885417,0.12308559,0.039560404,0.029639896,0.36518788,0.5574735,0.5574735
292000,0.17758375,0.21262263,0.16080962,0.061024502,0.33777103,0.167723,0.38084084,0.46022537,0.46740413,0.5122172,0.26288795,0.12502806,0.11956422,0.03653484,0.027769564,0.35894096,0.54280925,0.54280925
294000,0.17982104,0.24220884,0.1121942,0.12077032,0.33381605,0.17574374,0.38150683,0.4547288,0.4618253,0.5496661,0.2925941,0.14175825,0.110201195,0.039002102,0.03220474,0.36436468,0.5457728,0.5457728
296000,0.19353127,0.28966287,0.13980922,0.118068516,0.3400379,0.1997183,0.374302,0.48509505,0.49859524,0.60328066,0.32242468,0.21439394,0.116417125,0.03687998,0.032510553,0.3648384,0.55064595,0.55064595
298000,0.16082223,0.2252153,0.16467324,0.020263629,0.29499236,0.1581432,0.3471909,0.47956562,0.494461,0.583628,0.4626125,0.06828571,0.13538608,0.03859553,0.02974745,0.36148876,0.56521845,0.56521845
300000,0.16960977,0.26289007,0.13682234,0.029592581,0.3207537,0.16385788,0.33800235,0.46443912,0.46710435,0.56503093,0.40773228,0.066923074,0.11973112,0.041481774,0.023183899,0.35603142,0.5404284,0.5404284
302000,0.16745709,0.22154784,0.112643056,0.05328994,0.3212835,0.17023022,0.35341352,0.51223755,0.5146955,0.5350181,0.31314906,0.36329365,0.13989277,0.039605223,0.02642244,0.35420477,0.56012505,0.56012505
304000,0.16764393,0.19982594,0.13641256,0.063411266,0.3210078,0.16927503,0.39062092,0.45604503,0.47393787,0.48442078,0.31942722,0.18482143,0.126568,0.04033731,0.02699793,0.35863838,0.55254155,0.55254155
306000,0.16878116,0.20060337,0.12515886,0.102010705,0.31238204,0.1651019,0.34402215,0.43223414,0.43796918,0.526453,0.31418163,0.22537878,0.10611808,0.04024311,0.026850339,0.35883898,0.5320507,0.5320507
308000,0.16977526,0.24189259,0.13808276,0.05157026,0.31201833,0.1639208,0.35161188,0.45860866,0.4674735,0.5393901,0.28856546,0.17777778,0.11316109,0.036952153,0.02634048,0.35819858,0.5346523,0.5346523
310000,0.17365809,0.22512214,0.10159184,0.35932517,0.32239103,0.15926039,0.36609444,0.46430317,0.48198417,0.55773944,0.37489626,0.3970588,0.11273085,0.03691596,0.02206631,0.35827735,0.52999026,0.52999026
312000,0.14507565,0.20578092,0.098884605,0.02616752,0.27642494,0.13832793,0.32468972,0.4800736,0.48390967,0.5838563,0.35397753,0.097089946,0.1294443,0.039369322,0.021887166,0.35276365,0.5434638,0.5434638
314000,0.16061063,0.23901138,0.1153661,0.060117528,0.31019628,0.14894094,0.34017733,0.4518533,0.4682584,0.5814548,0.22416712,0.17354497,0.116549775,0.04057114,0.03372689,0.3672044,0.5580525,0.5580525
316000,0.16294332,0.21473362,0.09828794,0.023470538,0.3059149,0.1575324,0.3576054,0.452984,0.465729,0.5112006,0.31623992,0.07158218,0.12976585,0.0403024,0.033430148,0.3678622,0.57136077,0.57136077
318000,0.15916267,0.214905,0.1159822,0.07352982,0.29991332,0.15171106,0.3588069,0.4576256,0.47360548,0.5033868,0.30151102,0.1481982,0.10935019,0.0359817,0.027524529,0.3560987,0.52895486,0.52895486
320000,0.1681327,0.25584027,0.13096479,0.07625116,0.31791374,0.15890542,0.42440602,0.50058025,0.5099144,0.5917445,0.31062678,0.11431624,0.11604707,0.03904574,0.026976936,0.35994092,0.5420112,0.5420112
324000,0.14979303,0.18369594,0.21725497,0.019939262,0.30410433,0.1363993,0.3622031,0.44280714,0.45881778,0.47784778,0.3431028,0.04222222,0.13251007,0.04275701,0.029367967,0.36324373,0.56787825,0.56787825
326000,0.15488313,0.20507427,0.11646734,0.006965239,0.2975817,0.14968607,0.34684035,0.43154606,0.45384493,0.49753252,0.26773345,0.05793651,0.124988824,0.039882362,0.022256922,0.3565237,0.54365194,0.54365194
328000,0.16004667,0.22678602,0.13486259,0.055770513,0.3097238,0.15163068,0.3815335,0.495165,0.51017606,0.5789817,0.31471327,0.097947456,0.115998745,0.039386146,0.022985399,0.35850152,0.53687197,0.53687197
330000,0.1762579,0.23449609,0.1642071,0.07565555,0.33446616,0.1762087,0.34904167,0.44549742,0.45184442,0.5552274,0.34034267,0.13548388,0.11045244,0.03645622,0.025920011,0.35816875,0.5309971,0.5309971
332000,0.17360303,0.215519,0.14335553,0.05435736,0.29729724,0.18269615,0.40774584,0.49745795,0.50162184,0.53778595,0.37688896,0.10595238,0.12307975,0.03691259,0.025720635,0.36036238,0.54607534,0.54607534
334000,0.16927429,0.23609044,0.15011382,0.017883664,0.29998645,0.16805126,0.36697802,0.46421465,0.47204345,0.5767387,0.3883903,0.054166667,0.1192257,0.037497696,0.029902855,0.35898656,0.54561263,0.54561263
336000,0.16615233,0.25999546,0.14432262,0.0418983,0.30776426,0.16148344,0.42937067,0.5061822,0.51169366,0.57902396,0.41148168,0.11570946,0.11961236,0.038484734,0.025453124,0.35655683,0.54010713,0.54010713
338000,0.17941801,0.2637547,0.3250282,0.10536231,0.3300709,0.17652008,0.3917488,0.5125592,0.5186746,0.59594136,0.49136284,0.15645161,0.118604995,0.035883103,0.01908989,0.35761768,0.5311957,0.5311957
340000,0.15511759,0.22431628,0.1138139,0.11354956,0.29191154,0.14628424,0.3029606,0.47070417,0.4749282,0.55932426,0.2790837,0.24940476,0.13480306,0.037738618,0.029494133,0.3639456,0.5659815,0.5659815
342000,0.1659466,0.27698207,0.10191983,0.061768897,0.3217151,0.16310939,0.36541063,0.4833525,0.4911309,0.59379905,0.2881783,0.10333333,0.11786624,0.03803635,0.020653805,0.35819152,0.5347481,0.5347481
344000,0.15791295,0.2457942,0.099531256,0.020233456,0.2943365,0.1515049,0.39667118,0.47768092,0.48378074,0.5538437,0.34713694,0.10098814,0.11091196,0.03715108,0.030367209,0.36001036,0.5384402,0.5384402
346000,0.15669669,0.20289029,0.08919278,0.15603094,0.30219203,0.1487387,0.33630887,0.4257164,0.43102288,0.43253246,0.30018985,0.188,0.12550381,0.038163602,0.024033831,0.36366525,0.5513665,0.5513665
348000,0.16420145,0.26400205,0.097554415,0.02303744,0.3088029,0.16238807,0.3714005,0.43899888,0.4406656,0.5796754,0.22292048,0.07329193,0.116312675,0.039929073,0.033252303,0.36305675,0.552551,0.552551
350000,0.16904674,0.2679251,0.15201502,0.09300529,0.31195608,0.16024606,0.39971632,0.50587183,0.5094216,0.5856851,0.2903968,0.17314285,0.12472289,0.037907682,0.018519653,0.3572628,0.5384131,0.5384131
352000,0.14781871,0.22520493,0.15116493,0.07964567,0.2852611,0.13747741,0.3564806,0.48389602,0.49122977,0.5679177,0.30498275,0.15440613,0.12646168,0.038417857,0.028091718,0.36132035,0.5542914,0.5542914
354000,0.17157172,0.2569102,0.19635744,0.0009702988,0.31771326,0.16393824,0.40955594,0.49666673,0.49825835,0.57669926,0.3971852,0.029382717,0.11136904,0.036998603,0.018430166,0.35523948,0.52203757,0.52203757
356000,0.17239684,0.26137945,0.09705145,0.060519744,0.33115402,0.17205726,0.31555462,0.4883018,0.49242014,0.6090097,0.3314037,0.118682794,0.13023159,0.037700504,0.028689945,0.35719982,0.5538216,0.5538216
358000,0.15162012,0.25472826,0.11298208,0.078506894,0.28718472,0.1349128,0.40791595,0.5163724,0.52548814,0.60226274,0.34160218,0.163,0.11871072,0.040769927,0.027334653,0.35908237,0.5458975,0.5458975
360000,0.16044916,0.19332361,0.16371182,0.10016001,0.31971985,0.14818762,0.34387025,0.4366938,0.4388851,0.43997425,0.33908987,0.108432144,0.12035687,0.040262148,0.025507685,0.35598147,0.5421078,0.5421078
362000,0.16783766,0.27149755,0.113650225,0.05145251,0.31558672,0.16704956,0.37869716,0.50939846,0.5178105,0.59573895,0.4207337,0.3243295,0.123284794,0.038744405,0.02728734,0.35836414,0.5476807,0.5476807
364000,0.1591585,0.21548453,0.24839766,0.07331696,0.30627197,0.15177828,0.35937557,0.47739393,0.500139,0.5224899,0.44690895,0.10450929,0.12362533,0.037862502,0.019392708,0.3570723,0.5379532,0.5379532
366000,0.15358227,0.18520407,0.14003074,0.08571884,0.29958132,0.14839828,0.33736277,0.45240492,0.46056125,0.51278174,0.29899612,0.14126985,0.13099812,0.039626673,0.03203917,0.36172917,0.56439304,0.56439304
368000,0.1611113,0.1917983,0.118765086,0.201742,0.29420978,0.1616246,0.3502014,0.47242138,0.47983664,0.51398647,0.32526916,0.2596154,0.12706135,0.03715339,0.028693613,0.35964578,0.55255425,0.55255425
370000,0.14988491,0.22242598,0.17999552,0.12908374,0.3074527,0.1423133,0.34701803,0.43940318,0.46064708,0.56940377,0.32480878,0.15096618,0.12610069,0.040134594,0.020715484,0.35918564,0.5461367,0.5461367
372000,0.16069676,0.24985886,0.12413493,0.03266418,0.30595618,0.1602397,0.3266991,0.43170133,0.43451425,0.5411659,0.23914562,0.06994949,0.11738948,0.040569067,0.026235677,0.36087626,0.54506975,0.54506975
374000,0.17009403,0.22063376,0.18475017,0.055117663,0.3175014,0.15958263,0.34513634,0.46537274,0.4725476,0.5156397,0.34727272,0.14437927,0.12381513,0.035655707,0.025249073,0.35684407,0.54156345,0.54156345
376000,0.16621915,0.23985082,0.1577183,0.10396123,0.32589126,0.1474479,0.38274273,0.5172931,0.52113783,0.5690996,0.41506776,0.16538462,0.12307538,0.038727213,0.025964597,0.35303065,0.54079723,0.54079723
378000,0.15914458,0.19257371,0.20576686,0.04753072,0.29887056,0.14632645,0.3614199,0.45588538,0.46148258,0.49602592,0.35548612,0.11127946,0.13653839,0.03669859,0.024977472,0.35666585,0.5548802,0.5548802
380000,0.15224738,0.22569172,0.08725657,0.04375442,0.29087177,0.14165525,0.35307267,0.46335757,0.48462227,0.5710086,0.4373341,0.06589862,0.13421932,0.041645817,0.026429487,0.35697776,0.559272,0.559272
382000,0.15352611,0.21271932,0.14900006,0.01088166,0.30364683,0.13757868,0.3770011,0.45304745,0.46056277,0.5597969,0.33564508,0.026478495,0.12625585,0.042928565,0.030663006,0.36192167,0.5617697,0.5617697
384000,0.16321622,0.26547375,0.10905772,0.016211387,0.32097206,0.15448546,0.38880807,0.48106027,0.48549873,0.57310253,0.27028283,0.1003268,0.12632984,0.03648829,0.019600062,0.35793424,0.5403528,0.5403528
386000,0.16853087,0.26856858,0.12766548,0.0459877,0.32700768,0.16649102,0.4070321,0.47568578,0.4838002,0.60383976,0.30667415,0.1125,0.120357305,0.039436348,0.027881935,0.3603942,0.54806983,0.54806983
388000,0.16413113,0.22931734,0.13617721,0.02254189,0.32165805,0.1554484,0.31468457,0.4731073,0.47796735,0.54679686,0.3505755,0.10769231,0.13086325,0.040548705,0.027689267,0.36448005,0.5635811,0.5635811
390000,0.1444366,0.23543699,0.19647077,0.052140437,0.26352763,0.14178307,0.28617316,0.4613766,0.4687951,0.57078445,0.34316167,0.08395062,0.14652632,0.035488106,0.031757668,0.36601514,0.5797871,0.5797871
392000,0.17369351,0.25693166,0.15645781,0.046590082,0.32106543,0.1744061,0.36591175,0.47053453,0.47533122,0.5665961,0.39205277,0.10642857,0.11575866,0.040170528,0.020000529,0.3584579,0.5343871,0.5343871
394000,0.14474444,0.21670009,0.084978156,0.006631837,0.26766562,0.13962698,0.40304583,0.49458247,0.49681792,0.52970487,0.26378638,0.05037879,0.12054783,0.04074269,0.025407095,0.36022115,0.5469185,0.5469185
396000,0.16473848,0.20712706,0.09508041,0.030834816,0.29387143,0.16603842,0.33785355,0.43823087,0.4427767,0.5370687,0.22231194,0.063392855,0.13589507,0.03861394,0.02757652,0.3607989,0.56288433,0.56288433
398000,0.1665727,0.23670733,0.097661674,0.031799026,0.3099852,0.15938629,0.3449419,0.47243035,0.4808763,0.55002034,0.38346532,0.042962965,0.13165715,0.03828627,0.023865225,0.3642148,0.5580234,0.5580234
400000,0.14416966,0.19523947,0.11055131,0.052964415,0.2888758,0.13362804,0.34664828,0.46529567,0.4689845,0.53598577,0.32278103,0.12592593,0.14559068,0.041157432,0.021055127,0.3574036,0.565207,0.565207
