cluster_size,average,complete,ward,single,coeff_avg
3.0,0.3052123486995697,0.33586955070495605,0.36867189407348633,-0.023972997441887856,0.2464452087879181
5.0,0.47304195165634155,0.4843015670776367,0.48387411236763,-0.07956525683403015,0.34041309356689453
7.0,0.6032282710075378,0.6014499068260193,0.597453773021698,-0.1775762438774109,0.40613889694213867
8.0,0.6672987937927246,0.6679507493972778,0.6548833250999451,-0.21249587833881378,0.44440922141075134
9.0,0.6504933834075928,0.6144869923591614,0.6048635840415955,-0.21854795515537262,0.41282400488853455
10.0,0.6224355697631836,0.6048288345336914,0.5883960723876953,-0.2399822324514389,0.39391955733299255
11.0,0.6149926781654358,0.5978423953056335,0.5948489904403687,-0.24526894092559814,0.39060378074645996
12.0,0.6112602353096008,0.5773586630821228,0.5704012513160706,-0.2712250351905823,0.371948778629303
15.0,0.5866587162017822,0.5550956726074219,0.45900577306747437,-0.28671059012413025,0.32851240038871765
17.0,0.5787076950073242,0.5250498652458191,0.4328235387802124,-0.29705679416656494,0.3098810911178589
20.0,0.5656639933586121,0.4780796468257904,0.38294151425361633,-0.31330329179763794,0.2783454656600952
21.0,0.5672628283500671,0.4496391713619232,0.36914145946502686,-0.3154851496219635,0.2676395773887634
23.0,0.5550010204315186,0.4043961465358734,0.32470688223838806,-0.3275631070137024,0.2391352504491806
24.0,0.5518103241920471,0.37308189272880554,0.3253325819969177,-0.32780706882476807,0.23060443997383118
25.0,0.5512843132019043,0.371462345123291,0.2818680703639984,-0.3353859484195709,0.2173072099685669
26.0,0.545274019241333,0.37206023931503296,0.26063072681427,-0.33699658513069153,0.21024209260940552
27.0,0.5443577766418457,0.37211740016937256,0.2548675537109375,-0.34081289172172546,0.20763245224952698
28.0,0.5372210741043091,0.372491717338562,0.25587987899780273,-0.34131914377212524,0.20606838166713715
29.0,0.5407220125198364,0.36280038952827454,0.23202219605445862,-0.34287360310554504,0.19816774129867554
30.0,0.5398454070091248,0.36291518807411194,0.22794416546821594,-0.34599965810775757,0.19617627561092377
