cluster_size,average,complete,ward,single,coeff_avg
3.0,0.17240342497825623,0.1972249299287796,0.35497933626174927,-0.07384580373764038,0.16269047558307648
5.0,0.23645783960819244,0.06591711938381195,0.4699023365974426,-0.23149517178535461,0.1351955235004425
7.0,0.28571629524230957,0.0025551756843924522,0.5883153080940247,-0.26478028297424316,0.15295162796974182
8.0,0.28189268708229065,0.10858708620071411,0.6524541974067688,-0.2685685157775879,0.19359135627746582
9.0,0.22881969809532166,0.10278379917144775,0.614609956741333,-0.2733253538608551,0.16822203993797302
10.0,0.18535646796226501,0.08819126337766647,0.603223443031311,-0.27381014823913574,0.15074026584625244
11.0,0.17555969953536987,0.08165273070335388,0.5879127383232117,-0.27495819330215454,0.14254175126552582
12.0,0.16943952441215515,0.05257894843816757,0.5798090100288391,-0.27645349502563477,0.13134349882602692
15.0,0.16573555767536163,0.048482395708560944,0.5048953890800476,-0.31406158208847046,0.10126294195652008
17.0,0.22223737835884094,-0.004171170759946108,0.47003164887428284,-0.33137041330337524,0.08918185532093048
20.0,0.28410157561302185,-0.047678351402282715,0.40109920501708984,-0.33189520239830017,0.0764068141579628
21.0,0.2816835939884186,-0.04870883747935295,0.37312012910842896,-0.33224135637283325,0.06846338510513306
23.0,0.2676165699958801,0.0850125104188919,0.3393738567829132,-0.3424365520477295,0.08739158511161804
24.0,0.26749855279922485,0.08467485755681992,0.3395088016986847,-0.34435269236564636,0.08683238178491592
25.0,0.251464307308197,0.08469399809837341,0.32913634181022644,-0.345954567193985,0.07983502000570297
26.0,0.25038036704063416,0.08639881759881973,0.2796567976474762,-0.3599432110786438,0.06412319839000702
27.0,0.24878862500190735,0.08485791832208633,0.2769312858581543,-0.3694218695163727,0.060288988053798676
28.0,0.2583775520324707,0.13824473321437836,0.2774624526500702,-0.3727261424064636,0.0753396600484848
29.0,0.25696614384651184,0.2246846854686737,0.2738701105117798,-0.37290099263191223,0.09565498679876328
30.0,0.25375568866729736,0.17247118055820465,0.2743220329284668,-0.37487465143203735,0.08141855895519257
